order_item_id,order_id,product_id,quantity,unit_price,total_price,customer_id,order_date,status,shipping_city,shipping_state,first_name,last_name,email,city,state,created_at,product_name,category_id,supplier_id,price,stock_quantity,category_name,supplier_name,contact_email,country,payment_id,payment_date,amount,payment_method,currency
3821,378,342,5,248.44,1242.2,185,25-Jun-2022,processing,New York,IL,Mary,Jones,user185@gmail.com,Chicago,TX,14/10/2022,Eco Dog Food,9,19,248.44,428,Grocery,Diamond Jewel Traders,contact19@diamondjeweltraders.com,Canada,1028,15/05/2022,599.04,Bank Transfer,USD
4122,2595,266,2,20.38,40.76,773,04-Oct-2022,delivered,San Antonio,CA,Richard,Jackson,user773@gmail.com,Chicago,CA,06/02/2021,Rechargeable Keyboard,11,39,20.38,671,Office Supplies,HomeComfort Imports,contact39@homecomfortimports.com,USA,2751,11/11/2022,551.86,Cash on Delivery,USD
829,165,469,3,468,1404,6,08-Jul-2022,processing,Phoenix,CA,Karen,Jackson,user6@gmail.com,New York,TX,08/11/2020,Compact Dog Food,3,5,468,543,Books,Summit Sports,contact5@summitsports.com,Germany,2120,11/02/2022,674.81,Bank Transfer,USD
3056,2845,211,5,78.39,391.95,809,12-Sep-2022,pending,San Diego,TX,John,Rodriguez,user809@gmail.com,Philadelphia,TX,25/02/2022,Eco Notebook,10,2,78.39,140,Automotive,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,2572,29/07/2022,491.28,Cash on Delivery,USD
1160,458,14,3,59.94,179.82,102,28-Aug-2022,shipped,Phoenix,TX,Jennifer,Martinez,user102@gmail.com,Chicago,TX,16/08/2022,Premium Board Game,6,39,59.94,35,Sports & Outdoors,HomeComfort Imports,contact39@homecomfortimports.com,USA,872,07/03/2022,505.29,Cash on Delivery,USD
4788,2991,460,5,379.01,1895.05,152,29-Sep-2022,delivered,Philadelphia,IL,Sarah,Hernandez,user152@gmail.com,Philadelphia,TX,21/10/2021,Premium Vitamin Pack,12,31,379.01,683,Pet Supplies,Midwest Fashion Group,contact31@midwestfashiongroup.com,USA,2746,11/11/2022,140.73,PayPal,USD
4456,1920,420,1,278.62,278.62,302,03-Jan-2022,shipped,Chicago,TX,John,Lopez,user302@gmail.com,Phoenix,TX,18/06/2020,Wireless Toy Car,1,26,278.62,642,Electronics,GreenLeaf Organics,contact26@greenleaforganics.com,China,2502,12/08/2022,431.21,Cash on Delivery,USD
4211,904,154,1,345.28,345.28,680,26-Sep-2022,shipped,New York,TX,David,Jones,user680@gmail.com,Dallas,TX,19/06/2021,Compact Shampoo,14,22,345.28,125,Health,Lone Star Apparel,contact22@lonestarapparel.com,Germany,150,25/09/2022,202.25,Bank Transfer,USD
175,1493,297,5,80.23,401.15,462,05-Apr-2022,delivered,New York,CA,Elizabeth,Moore,user462@gmail.com,Dallas,TX,03/07/2022,Waterproof T-Shirt,1,14,80.23,191,Electronics,Northstar Clothing,contact14@northstarclothing.com,USA,1298,23/10/2022,672.77,PayPal,USD
4894,2063,109,1,137.21,137.21,664,26-Sep-2022,pending,Los Angeles,CA,Elizabeth,Miller,user664@gmail.com,Chicago,CA,11/01/2022,Eco Board Game,2,9,137.21,290,Home Appliances,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,626,18/07/2022,862.2,PayPal,USD
1705,334,320,5,109.83,549.15,686,05-Feb-2022,delivered,Philadelphia,CA,Joseph,Martinez,user686@gmail.com,Los Angeles,IL,06/05/2021,Rechargeable Drill,10,35,109.83,684,Automotive,Urban Office Depot,contact35@urbanofficedepot.com,India,2858,05/03/2022,293.97,PayPal,USD
1825,874,223,2,10.2,20.4,638,22-Jun-2022,shipped,San Antonio,PA,Thomas,Moore,user638@gmail.com,Los Angeles,AZ,11/01/2021,Eco Monitor,3,29,10.2,474,Books,PetWorld Wholesale,contact29@petworldwholesale.com,China,1241,19/10/2022,222.39,Bank Transfer,USD
3224,510,6,3,271.65,814.95,52,22-Mar-2022,pending,Dallas,CA,Michael,Rodriguez,user52@gmail.com,Dallas,AZ,03/08/2022,Portable Keyboard,5,27,271.65,757,Shoes,AutoMax Supplies,contact27@automaxsupplies.com,USA,335,15/01/2022,430.84,Credit Card,USD
2039,520,38,3,398.51,1195.53,548,11-Jun-2022,pending,Philadelphia,TX,Sarah,Brown,user548@gmail.com,Houston,NY,16/11/2021,Rechargeable Backpack,15,29,398.51,810,Garden & Outdoor,PetWorld Wholesale,contact29@petworldwholesale.com,China,2013,20/12/2022,593.93,Credit Card,USD
1690,1910,292,4,114.35,457.4,531,05-Oct-2022,delivered,Chicago,CA,Linda,Jones,user531@gmail.com,Phoenix,CA,26/12/2020,Rechargeable T-Shirt,3,16,114.35,494,Books,FreshGrocer Distribution,contact16@freshgrocerdistribution.com,Mexico,629,03/02/2022,707.88,Cash on Delivery,USD
751,804,348,1,119.26,119.26,383,11-May-2022,shipped,San Jose,CA,Sarah,Wilson,user383@gmail.com,Dallas,NY,28/12/2020,Compact Speaker,14,8,119.26,988,Health,Golden Shoe Supply,contact8@goldenshoesupply.com,India,2517,06/09/2022,118.96,Cash on Delivery,USD
933,2063,24,4,160.61,642.44,664,26-Sep-2022,pending,Los Angeles,CA,Elizabeth,Miller,user664@gmail.com,Chicago,CA,11/01/2022,Rechargeable Board Game,13,15,160.61,861,Jewelry,Sunrise Toys,contact15@sunrisetoys.com,India,626,18/07/2022,862.2,PayPal,USD
4434,462,184,2,345.54,691.08,828,07-Mar-2022,delivered,San Antonio,AZ,Jennifer,Garcia,user828@gmail.com,Chicago,IL,07/11/2020,Compact Desk Lamp,3,27,345.54,186,Books,AutoMax Supplies,contact27@automaxsupplies.com,USA,2174,22/06/2022,919.67,PayPal,USD
1693,845,442,4,125.64,502.56,968,29-Nov-2022,processing,Los Angeles,IL,Mary,Jones,user968@gmail.com,Chicago,PA,22/12/2021,Classic Desk Lamp,14,24,125.64,479,Health,Pacific Sports,contact24@pacificsports.com,India,24,11/11/2022,286.91,Bank Transfer,USD
232,215,396,2,314.05,628.1,533,10-Oct-2022,shipped,Phoenix,AZ,Mary,Garcia,user533@gmail.com,San Diego,CA,22/05/2021,Waterproof Backpack,5,22,314.05,40,Shoes,Lone Star Apparel,contact22@lonestarapparel.com,Germany,1721,18/02/2022,914.69,Cash on Delivery,USD
3208,2878,387,3,64.09,192.27,792,20-Dec-2022,pending,Philadelphia,CA,Barbara,Jones,user792@gmail.com,Philadelphia,IL,28/06/2020,Eco Dog Food,11,10,64.09,163,Office Supplies,Healthy Living Wholesale,contact10@healthylivingwholesale.com,India,1562,21/12/2022,741.08,Cash on Delivery,USD
3747,2896,96,1,490.48,490.48,221,13-Oct-2022,processing,Dallas,AZ,Charles,Anderson,user221@gmail.com,Chicago,TX,29/07/2020,Portable Mixer,13,31,490.48,524,Jewelry,Midwest Fashion Group,contact31@midwestfashiongroup.com,USA,2931,09/10/2022,1184.08,Cash on Delivery,USD
1201,2099,235,4,151.42,605.68,30,16-Sep-2022,delivered,San Diego,TX,Linda,Jones,user30@gmail.com,Philadelphia,CA,11/01/2022,Eco Monitor,3,9,151.42,68,Books,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,921,21/05/2022,1037.93,Bank Transfer,USD
2136,1199,282,2,11.61,23.22,766,26-Oct-2022,pending,San Jose,TX,Elizabeth,Williams,user766@gmail.com,Chicago,CA,28/12/2021,Adjustable Shampoo,10,11,11.61,692,Automotive,PetCare Partners,contact11@petcarepartners.com,India,962,12/02/2022,1179.93,PayPal,USD
718,2505,162,1,209.69,209.69,629,08-Nov-2022,shipped,New York,CA,Susan,Smith,user629@gmail.com,Houston,IL,02/09/2021,Wireless Monitor,10,12,209.69,185,Automotive,AutoParts Hub,contact12@autopartshub.com,Germany,1730,14/06/2022,45.91,PayPal,USD
3848,2196,188,3,356.6,1069.8,423,17-Aug-2022,processing,New York,NY,Sarah,Johnson,user423@gmail.com,San Diego,PA,08/12/2020,Portable Blender,10,18,356.6,551,Automotive,GardenPro Supplies,contact18@gardenprosupplies.com,India,1232,12/08/2022,854.14,Cash on Delivery,USD
2764,583,101,2,41.45,82.9,64,08-Aug-2022,cancelled,Houston,PA,Charles,Miller,user64@gmail.com,Chicago,CA,15/11/2022,Compact Shampoo,2,16,41.45,96,Home Appliances,FreshGrocer Distribution,contact16@freshgrocerdistribution.com,Mexico,2236,30/05/2022,992.69,Credit Card,USD
3096,748,376,2,336.6,673.2,444,07-Nov-2022,delivered,New York,AZ,Jessica,Rodriguez,user444@gmail.com,Los Angeles,IL,22/10/2022,Rechargeable Mouse,13,21,336.6,109,Jewelry,West Coast Electronics,contact21@westcoastelectronics.com,Mexico,2958,03/04/2022,628.69,Credit Card,USD
875,2737,119,2,439.83,879.66,850,12-Mar-2022,shipped,Houston,CA,John,Wilson,user850@gmail.com,Phoenix,CA,07/07/2022,Premium Backpack,1,37,439.83,701,Electronics,Sunset Jewelry Group,contact37@sunsetjewelrygroup.com,Germany,620,17/05/2022,676.28,Cash on Delivery,USD
201,907,181,4,361.05,1444.2,994,18-Jun-2022,shipped,Houston,IL,Jennifer,Lopez,user994@gmail.com,Dallas,NY,23/05/2021,Waterproof Headphones,14,11,361.05,888,Health,PetCare Partners,contact11@petcarepartners.com,India,1941,29/01/2022,996.05,Cash on Delivery,USD
279,1038,44,4,307.45,1229.8,739,06-Apr-2022,shipped,San Jose,AZ,Susan,Jones,user739@gmail.com,San Jose,AZ,12/08/2020,Premium Desk Lamp,8,9,307.45,857,Toys & Games,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,1942,20/04/2022,901.21,Cash on Delivery,USD
2965,2939,455,1,488.56,488.56,987,24-Apr-2022,delivered,San Antonio,TX,Sarah,Jackson,user987@gmail.com,San Jose,TX,30/11/2022,Classic Blender,13,15,488.56,690,Jewelry,Sunrise Toys,contact15@sunrisetoys.com,India,2260,15/02/2022,930.12,Credit Card,USD
1956,2462,231,5,333.45,1667.25,561,05-Nov-2022,processing,Los Angeles,CA,Elizabeth,Rodriguez,user561@gmail.com,Dallas,TX,03/10/2021,Rechargeable Board Game,10,25,333.45,171,Automotive,Bright Kids Toys,contact25@brightkidstoys.com,Mexico,1427,14/09/2022,116.57,Bank Transfer,USD
781,30,385,3,324.13,972.39,193,01-Jan-2022,delivered,Chicago,IL,Thomas,Martinez,user193@gmail.com,New York,PA,17/09/2022,Eco Mouse,3,28,324.13,482,Books,OfficeBox Distributors,contact28@officeboxdistributors.com,USA,779,11/02/2022,950.73,Credit Card,USD
1045,1127,263,3,360.55,1081.65,652,16-Feb-2022,delivered,Dallas,CA,Susan,Lopez,user652@gmail.com,Los Angeles,AZ,09/04/2022,Rechargeable Vitamin Pack,9,34,360.55,977,Grocery,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,657,09/09/2022,338.27,Bank Transfer,USD
808,2991,372,3,243.87,731.61,152,29-Sep-2022,delivered,Philadelphia,IL,Sarah,Hernandez,user152@gmail.com,Philadelphia,TX,21/10/2021,Rechargeable Sneakers,2,12,243.87,299,Home Appliances,AutoParts Hub,contact12@autopartshub.com,Germany,1440,16/06/2022,735.01,Bank Transfer,USD
2555,493,461,2,301.35,602.7,625,27-Apr-2022,cancelled,Los Angeles,NY,Susan,Williams,user625@gmail.com,Houston,PA,12/07/2020,Wireless Speaker,11,5,301.35,547,Office Supplies,Summit Sports,contact5@summitsports.com,Germany,1802,26/02/2022,285.97,Cash on Delivery,USD
4063,1841,168,3,284.44,853.32,859,16-Aug-2022,delivered,San Antonio,TX,Sarah,Taylor,user859@gmail.com,Philadelphia,AZ,08/07/2021,Compact Board Game,12,1,284.44,894,Pet Supplies,Global Tech Distributors,contact1@globaltechdistributors.com,China,1068,19/10/2022,346.11,Credit Card,USD
3185,150,146,3,308.55,925.65,594,11-Aug-2022,delivered,Houston,CA,Joseph,Martin,user594@gmail.com,Dallas,AZ,19/05/2022,Eco Toy Car,14,1,308.55,351,Health,Global Tech Distributors,contact1@globaltechdistributors.com,China,689,31/03/2022,23.13,Bank Transfer,USD
574,2579,246,2,174.63,349.26,299,04-Nov-2022,delivered,Philadelphia,CA,Jennifer,Williams,user299@gmail.com,Houston,NY,04/06/2020,Adjustable Keyboard,10,5,174.63,11,Automotive,Summit Sports,contact5@summitsports.com,Germany,2402,03/07/2022,285.98,PayPal,USD
1477,1045,403,5,366.79,1833.95,931,22-Mar-2022,shipped,Los Angeles,PA,John,Miller,user931@gmail.com,Philadelphia,IL,13/12/2021,Eco Monitor,1,8,366.79,720,Electronics,Golden Shoe Supply,contact8@goldenshoesupply.com,India,1194,08/03/2022,75.52,Credit Card,USD
4847,944,355,3,356.35,1069.05,993,08-Apr-2022,delivered,San Antonio,TX,Jennifer,Jones,user993@gmail.com,San Antonio,AZ,13/01/2022,Smart Mixer,5,23,356.35,777,Shoes,Liberty Home Essentials,contact23@libertyhomeessentials.com,Canada,62,25/03/2022,318.9,Cash on Delivery,USD
1819,1626,139,2,408.55,817.1,209,19-Sep-2022,delivered,San Jose,NY,Michael,Smith,user209@gmail.com,Los Angeles,CA,30/06/2021,Rechargeable Keyboard,8,17,408.55,976,Toys & Games,BeautyLine Wholesale,contact17@beautylinewholesale.com,India,504,28/07/2022,676.35,PayPal,USD
3384,1140,117,3,233.45,700.35,107,12-May-2022,delivered,San Diego,TX,William,Anderson,user107@gmail.com,Philadelphia,CA,02/01/2020,Eco Toy Car,11,28,233.45,745,Office Supplies,OfficeBox Distributors,contact28@officeboxdistributors.com,USA,214,18/09/2022,1166.37,PayPal,USD
2400,261,373,2,371.72,743.44,400,29-Aug-2022,processing,Dallas,NY,Linda,Rodriguez,user400@gmail.com,San Jose,TX,06/08/2022,Classic T-Shirt,3,25,371.72,902,Books,Bright Kids Toys,contact25@brightkidstoys.com,Mexico,871,06/02/2022,518.25,Cash on Delivery,USD
242,2856,213,5,257.85,1289.25,124,30-Aug-2022,shipped,Philadelphia,NY,Michael,Martinez,user124@gmail.com,Houston,CA,29/03/2021,Eco Vitamin Pack,15,30,257.85,678,Garden & Outdoor,Golden State Gadgets,contact30@goldenstategadgets.com,India,321,01/05/2022,703.13,Bank Transfer,USD
571,814,485,3,414.93,1244.79,621,28-Dec-2022,delivered,Dallas,CA,Mary,Brown,user621@gmail.com,Dallas,AZ,13/07/2020,Classic Necklace,9,14,414.93,743,Grocery,Northstar Clothing,contact14@northstarclothing.com,USA,2366,03/07/2022,554.99,Bank Transfer,USD
4279,614,304,4,498.58,1994.32,660,20-Nov-2022,processing,Houston,PA,Richard,Miller,user660@gmail.com,Philadelphia,NY,12/03/2020,Eco Mouse,8,31,498.58,258,Toys & Games,Midwest Fashion Group,contact31@midwestfashiongroup.com,USA,1672,05/05/2022,305.87,Credit Card,USD
2498,754,62,4,413.53,1654.12,213,22-Jul-2022,delivered,Chicago,CA,Charles,Moore,user213@gmail.com,Philadelphia,AZ,28/12/2021,Adjustable Mouse,4,21,413.53,925,Clothing,West Coast Electronics,contact21@westcoastelectronics.com,Mexico,2534,08/01/2022,1165.4,Cash on Delivery,USD
4003,1621,294,1,102.99,102.99,823,29-Nov-2022,returned,Philadelphia,NY,Linda,Jackson,user823@gmail.com,Dallas,CA,22/08/2022,Portable Vitamin Pack,5,2,102.99,66,Shoes,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,445,23/12/2022,911.57,PayPal,USD
4809,2425,317,5,134.5,672.5,138,27-Feb-2022,delivered,Dallas,CA,William,Davis,user138@gmail.com,San Jose,CA,12/04/2022,Classic Shampoo,1,13,134.5,350,Electronics,Smart Gadget Supply,contact13@smartgadgetsupply.com,USA,2728,18/12/2022,73.1,Credit Card,USD
3847,1687,86,1,323.26,323.26,494,28-Feb-2022,shipped,Dallas,IL,Richard,Johnson,user494@gmail.com,New York,AZ,19/12/2020,Adjustable Desk Lamp,12,39,323.26,961,Pet Supplies,HomeComfort Imports,contact39@homecomfortimports.com,USA,1265,22/07/2022,293.55,PayPal,USD
623,814,303,2,396.14,792.28,621,28-Dec-2022,delivered,Dallas,CA,Mary,Brown,user621@gmail.com,Dallas,AZ,13/07/2020,Classic Blender,2,24,396.14,509,Home Appliances,Pacific Sports,contact24@pacificsports.com,India,2366,03/07/2022,554.99,Bank Transfer,USD
3808,2908,232,1,363.18,363.18,784,23-Sep-2022,pending,New York,PA,James,Gonzalez,user784@gmail.com,New York,AZ,27/04/2022,Portable Soccer Ball,3,2,363.18,448,Books,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,2173,24/02/2022,440.46,PayPal,USD
3438,2379,47,2,259.96,519.92,605,26-Aug-2022,processing,Los Angeles,AZ,Jennifer,Gonzalez,user605@gmail.com,Philadelphia,AZ,02/09/2020,Portable Necklace,2,6,259.96,186,Home Appliances,City Electronics,contact6@cityelectronics.com,Germany,2417,05/04/2022,396.78,Bank Transfer,USD
2480,2870,179,2,273.45,546.9,484,28-Nov-2022,returned,Philadelphia,TX,Robert,Martin,user484@gmail.com,New York,NY,28/06/2022,Eco Vitamin Pack,9,1,273.45,620,Grocery,Global Tech Distributors,contact1@globaltechdistributors.com,China,2179,28/04/2022,634.35,PayPal,USD
735,178,328,3,273.96,821.88,534,14-Jan-2022,processing,Philadelphia,TX,Michael,Hernandez,user534@gmail.com,Chicago,PA,03/07/2020,Classic Backpack,10,12,273.96,818,Automotive,AutoParts Hub,contact12@autopartshub.com,Germany,1337,17/02/2022,206.4,Cash on Delivery,USD
3098,2513,395,4,354.28,1417.12,63,09-Aug-2022,processing,Chicago,TX,Jennifer,Lopez,user63@gmail.com,New York,TX,09/09/2022,Smart Drill,2,24,354.28,399,Home Appliances,Pacific Sports,contact24@pacificsports.com,India,1382,30/03/2022,402.41,PayPal,USD
233,81,461,1,301.35,301.35,713,18-Dec-2022,delivered,Los Angeles,PA,Karen,Garcia,user713@gmail.com,Houston,TX,19/03/2021,Wireless Speaker,11,5,301.35,547,Office Supplies,Summit Sports,contact5@summitsports.com,Germany,2080,26/09/2022,122.93,PayPal,USD
243,2631,133,5,204.93,1024.65,46,16-Aug-2022,shipped,Los Angeles,TX,Susan,Davis,user46@gmail.com,Los Angeles,IL,11/09/2020,Eco Backpack,4,26,204.93,25,Clothing,GreenLeaf Organics,contact26@greenleaforganics.com,China,1657,21/06/2022,1024.42,Bank Transfer,USD
80,2722,347,4,168.19,672.76,251,08-Feb-2022,delivered,Houston,CA,Patricia,Thomas,user251@gmail.com,Los Angeles,CA,10/10/2021,Premium Necklace,10,17,168.19,832,Automotive,BeautyLine Wholesale,contact17@beautylinewholesale.com,India,530,18/03/2022,861.7,PayPal,USD
4921,1239,246,1,174.63,174.63,985,02-May-2022,delivered,San Jose,CA,Susan,Davis,user985@gmail.com,Phoenix,TX,09/10/2021,Adjustable Keyboard,10,5,174.63,11,Automotive,Summit Sports,contact5@summitsports.com,Germany,2166,20/03/2022,784.48,Cash on Delivery,USD
1699,1744,338,2,46.36,92.72,194,20-Oct-2022,processing,Chicago,TX,Patricia,Anderson,user194@gmail.com,San Jose,CA,13/08/2021,Smart Toy Car,8,27,46.36,130,Toys & Games,AutoMax Supplies,contact27@automaxsupplies.com,USA,1677,18/01/2022,945.09,Bank Transfer,USD
4258,978,107,5,397.94,1989.7,895,13-Apr-2022,delivered,Philadelphia,CA,Linda,Lopez,user895@gmail.com,New York,AZ,02/06/2020,Classic Mixer,14,3,397.94,10,Health,Prime Home Goods,contact3@primehomegoods.com,Canada,1136,02/05/2022,1076.87,PayPal,USD
4159,1451,407,5,431.78,2158.9,564,10-Dec-2022,shipped,Los Angeles,TX,Richard,Anderson,user564@gmail.com,Houston,CA,27/05/2021,Smart Toy Car,11,24,431.78,865,Office Supplies,Pacific Sports,contact24@pacificsports.com,India,389,20/08/2022,297.58,Bank Transfer,USD
4409,1192,241,5,493.06,2465.3,986,14-Sep-2022,delivered,Los Angeles,PA,Robert,Smith,user986@gmail.com,Philadelphia,CA,06/10/2022,Adjustable Backpack,1,16,493.06,154,Electronics,FreshGrocer Distribution,contact16@freshgrocerdistribution.com,Mexico,2466,29/12/2022,601.23,Bank Transfer,USD
426,2837,232,4,363.18,1452.72,993,17-Apr-2022,delivered,San Diego,CA,Jennifer,Jones,user993@gmail.com,San Antonio,AZ,13/01/2022,Portable Soccer Ball,3,2,363.18,448,Books,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,2540,31/12/2022,890.41,Credit Card,USD
2145,1998,112,2,272.53,545.06,200,17-Feb-2022,shipped,Houston,TX,Susan,Wilson,user200@gmail.com,Los Angeles,PA,20/11/2021,Adjustable Drill,12,24,272.53,204,Pet Supplies,Pacific Sports,contact24@pacificsports.com,India,180,23/04/2022,1107.63,Credit Card,USD
4916,1180,345,4,246.56,986.24,911,15-Jun-2022,cancelled,New York,AZ,Elizabeth,Jones,user911@gmail.com,San Antonio,CA,19/07/2020,Compact Keyboard,2,12,246.56,561,Home Appliances,AutoParts Hub,contact12@autopartshub.com,Germany,2948,12/05/2022,430.68,PayPal,USD
1130,416,342,1,248.44,248.44,830,14-Jun-2022,pending,Los Angeles,IL,Jessica,Gonzalez,user830@gmail.com,San Diego,IL,08/01/2020,Eco Dog Food,9,19,248.44,428,Grocery,Diamond Jewel Traders,contact19@diamondjeweltraders.com,Canada,2097,15/05/2022,400.69,Bank Transfer,USD
550,1022,328,4,273.96,1095.84,925,17-Nov-2022,delivered,San Diego,CA,Mary,Anderson,user925@gmail.com,New York,IL,08/12/2020,Classic Backpack,10,12,273.96,818,Automotive,AutoParts Hub,contact12@autopartshub.com,Germany,299,04/07/2022,1089.48,Cash on Delivery,USD
3155,603,479,2,37.9,75.8,244,08-Jan-2022,pending,Chicago,IL,Linda,Lopez,user244@gmail.com,San Jose,CA,01/10/2020,Premium Desk Lamp,15,18,37.9,433,Garden & Outdoor,GardenPro Supplies,contact18@gardenprosupplies.com,India,2478,22/06/2022,1080.99,PayPal,USD
2372,2806,219,4,97.84,391.36,799,30-May-2022,processing,Dallas,IL,Thomas,Garcia,user799@gmail.com,New York,AZ,15/03/2022,Wireless Vitamin Pack,1,31,97.84,521,Electronics,Midwest Fashion Group,contact31@midwestfashiongroup.com,USA,2087,08/02/2022,291.34,Bank Transfer,USD
1834,626,221,5,398.64,1993.2,737,09-Jan-2022,delivered,San Antonio,PA,David,Gonzalez,user737@gmail.com,Los Angeles,CA,14/02/2021,Smart Drill,5,22,398.64,501,Shoes,Lone Star Apparel,contact22@lonestarapparel.com,Germany,1410,09/06/2022,76.49,PayPal,USD
1435,1192,249,3,158.77,476.31,986,14-Sep-2022,delivered,Los Angeles,PA,Robert,Smith,user986@gmail.com,Philadelphia,CA,06/10/2022,Classic Blender,10,8,158.77,999,Automotive,Golden Shoe Supply,contact8@goldenshoesupply.com,India,1783,02/02/2022,54.97,Credit Card,USD
251,2394,283,2,482.03,964.06,488,10-May-2022,pending,Houston,CA,Michael,Lopez,user488@gmail.com,Dallas,AZ,12/12/2021,Premium Shampoo,1,6,482.03,31,Electronics,City Electronics,contact6@cityelectronics.com,Germany,1052,09/03/2022,786.29,Cash on Delivery,USD
1668,1619,99,2,70.4,140.8,605,11-May-2022,shipped,Phoenix,CA,Jennifer,Gonzalez,user605@gmail.com,Philadelphia,AZ,02/09/2020,Smart T-Shirt,5,33,70.4,189,Shoes,TechCore Supply,contact33@techcoresupply.com,Mexico,292,04/07/2022,1028.08,Cash on Delivery,USD
766,1321,419,5,434.64,2173.2,445,30-Mar-2022,shipped,San Diego,CA,Patricia,Rodriguez,user445@gmail.com,Chicago,PA,20/12/2022,Premium Vitamin Pack,2,28,434.64,437,Home Appliances,OfficeBox Distributors,contact28@officeboxdistributors.com,USA,1514,31/08/2022,917.13,PayPal,USD
1991,2868,439,4,207.63,830.52,176,13-Jun-2022,shipped,San Jose,CA,Joseph,Smith,user176@gmail.com,Dallas,CA,01/07/2020,Rechargeable Dog Food,8,20,207.63,145,Toys & Games,Wellness Direct,contact20@wellnessdirect.com,Germany,1615,22/10/2022,607.81,Bank Transfer,USD
2292,239,163,4,384.28,1537.12,282,23-Apr-2022,shipped,Los Angeles,AZ,Thomas,Williams,user282@gmail.com,Houston,IL,08/04/2022,Adjustable Soccer Ball,3,15,384.28,261,Books,Sunrise Toys,contact15@sunrisetoys.com,India,2602,23/05/2022,1110.78,Cash on Delivery,USD
3392,790,488,5,420.27,2101.35,105,11-Feb-2022,delivered,San Jose,CA,Joseph,Taylor,user105@gmail.com,Phoenix,TX,21/06/2020,Rechargeable Speaker,3,22,420.27,812,Books,Lone Star Apparel,contact22@lonestarapparel.com,Germany,2065,03/06/2022,98.81,PayPal,USD
970,2592,219,2,97.84,195.68,933,03-Oct-2022,delivered,San Jose,CA,Jessica,Hernandez,user933@gmail.com,Dallas,PA,14/02/2021,Wireless Vitamin Pack,1,31,97.84,521,Electronics,Midwest Fashion Group,contact31@midwestfashiongroup.com,USA,1255,04/11/2022,1161.81,Credit Card,USD
1002,1344,475,1,396.22,396.22,861,26-Jan-2022,delivered,Houston,NY,Charles,Brown,user861@gmail.com,Dallas,TX,11/01/2020,Wireless Desk Lamp,6,9,396.22,774,Sports & Outdoors,Metro Office Solutions,contact9@metroofficesolutions.com,Mexico,1846,09/12/2022,1024.17,Cash on Delivery,USD
2507,1354,416,2,296.39,592.78,28,21-Oct-2022,shipped,New York,PA,Jessica,Jackson,user28@gmail.com,San Antonio,AZ,30/11/2022,Classic Backpack,7,2,296.39,148,Beauty & Personal Care,Urban Fashion Co,contact2@urbanfashionco.com,Mexico,135,11/05/2022,21.02,Bank Transfer,USD
2504,889,489,3,33.56,100.68,460,02-Nov-2022,pending,Chicago,TX,Linda,Taylor,user460@gmail.com,New York,IL,01/01/2021,Rechargeable Keyboard,9,20,33.56,258,Grocery,Wellness Direct,contact20@wellnessdirect.com,Germany,971,02/06/2022,458.2,Cash on Delivery,USD
1125,162,378,4,140.1,560.4,245,17-Apr-2022,delivered,San Diego,CA,Mary,Moore,user245@gmail.com,Chicago,NY,05/12/2022,Waterproof Notebook,6,32,140.1,442,Sports & Outdoors,BookWorld Distributors,contact32@bookworlddistributors.com,India,2723,13/05/2022,73.68,Cash on Delivery,USD
4260,1749,278,5,172.39,861.95,534,05-Mar-2022,processing,New York,TX,Michael,Hernandez,user534@gmail.com,Chicago,PA,03/07/2020,Compact Toy Car,4,34,172.39,882,Clothing,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,2926,28/11/2022,841.21,Cash on Delivery,USD
1090,502,193,5,268.85,1344.25,425,18-Aug-2022,returned,Dallas,AZ,James,Williams,user425@gmail.com,New York,AZ,30/08/2020,Wireless Vitamin Pack,1,21,268.85,432,Electronics,West Coast Electronics,contact21@westcoastelectronics.com,Mexico,2061,10/12/2022,132.61,Credit Card,USD
994,2023,405,4,266.09,1064.36,939,10-Mar-2022,pending,Houston,PA,John,Moore,user939@gmail.com,Chicago,PA,09/10/2021,Smart Notebook,14,40,266.09,243,Health,Metro Gadget Hub,contact40@metrogadgethub.com,USA,1038,30/05/2022,872.21,Bank Transfer,USD
2190,257,477,4,14.71,58.84,220,12-Aug-2022,delivered,San Diego,CA,William,Taylor,user220@gmail.com,San Antonio,CA,13/10/2021,Rechargeable Mixer,8,24,14.71,789,Toys & Games,Pacific Sports,contact24@pacificsports.com,India,2840,21/11/2022,320.69,PayPal,USD
2193,261,334,2,399.19,798.38,400,29-Aug-2022,processing,Dallas,NY,Linda,Rodriguez,user400@gmail.com,San Jose,TX,06/08/2022,Smart Headphones,7,34,399.19,849,Beauty & Personal Care,Lifestyle Brands Co,contact34@lifestylebrandsco.com,India,871,06/02/2022,518.25,Cash on Delivery,USD
